split,bug_id,run_id,model,total_messages,function_calls,valid_function_calls,function_repetitions,function_and_args_repetitions,content_length,success,is_vulnerable
test,1453,0,mistral,15,14,15,11,11,-1,True,False
test,1296,0,mistral,15,14,12,4,4,-1,False,True
test,2510,0,mistral,15,14,15,9,9,-1,True,False
test,200,0,mistral,15,14,14,3,3,-1,False,True
test,2140,0,mistral,2,1,1,0,0,-1,False,False
test,650,0,mistral,11,10,8,1,0,-1,False,False
test,345,0,mistral,15,14,7,1,1,-1,False,True
test,2455,0,mistral,13,12,12,5,3,-1,False,False
test,715,0,mistral,15,14,6,1,1,-1,True,False
test,2005,0,mistral,15,14,14,8,5,-1,True,False
test,1783,0,mistral,15,14,12,2,2,-1,True,False
test,1279,0,mistral,15,14,13,5,5,-1,False,True
test,1629,0,mistral,15,14,3,0,0,-1,True,False
test,2286,0,mistral,12,11,9,2,1,-1,False,False
test,1853,0,mistral,15,14,3,0,0,-1,False,True
test,596,0,mistral,13,12,9,3,1,-1,False,False
test,1500,0,mistral,15,14,14,8,6,-1,True,False
test,1150,0,mistral,15,14,4,0,0,-1,True,False
test,1445,0,mistral,15,14,15,7,7,-1,False,True
test,980,0,mistral,12,11,9,2,1,-1,False,False
test,1015,0,mistral,15,14,14,10,10,-1,True,False
test,2269,0,mistral,15,14,14,6,3,-1,False,True
test,579,0,mistral,15,14,15,9,9,-1,False,True
test,2639,0,mistral,12,11,9,2,1,-1,True,True
test,1916,0,mistral,15,14,13,8,8,-1,True,False
test,129,0,mistral,15,14,15,11,11,-1,True,False
test,607,0,mistral,15,14,15,10,9,-1,True,False
test,2117,0,mistral,15,14,12,7,6,-1,True,False
test,257,0,mistral,10,9,8,1,0,-1,False,False
test,2547,0,mistral,11,10,9,2,1,-1,True,True
test,1691,0,mistral,15,14,15,7,6,-1,True,False
test,1384,0,mistral,13,12,9,2,1,-1,False,False
test,2052,0,mistral,15,14,13,6,6,-1,True,False
test,742,0,mistral,15,14,9,0,0,-1,False,True
test,2402,0,mistral,15,14,11,2,1,-1,False,True
test,312,0,mistral,15,14,8,1,1,-1,False,True
test,1107,0,mistral,15,14,15,9,9,-1,True,False
test,938,0,mistral,15,14,14,8,8,-1,True,False
test,1557,0,mistral,15,14,9,5,4,-1,True,False
test,892,0,mistral,15,14,1,0,0,-1,True,False
test,1804,0,mistral,15,14,15,11,11,-1,False,True
test,191,0,mistral,15,14,13,3,3,-1,True,False
test,2681,0,mistral,15,14,4,10,2,-1,True,False
test,2394,0,mistral,15,14,15,9,9,-1,True,False
test,1941,0,mistral,11,10,9,2,1,-1,True,True
test,484,0,mistral,15,14,14,7,7,-1,False,True
test,1042,0,mistral,15,14,10,1,0,-1,False,True
test,48,0,mistral,11,10,8,2,0,-1,False,False
test,1412,0,mistral,15,14,14,7,6,-1,True,False
test,1106,0,mistral,15,14,10,3,0,-1,False,True
test,939,0,mistral,15,14,5,3,3,-1,False,True
test,893,0,mistral,15,14,15,7,7,-1,True,False
test,1556,0,mistral,10,9,8,1,0,-1,False,False
test,1805,0,mistral,15,14,15,6,6,-1,True,False
test,190,0,mistral,15,14,5,0,0,-1,True,False
test,2680,0,mistral,15,14,11,1,1,-1,True,False
test,2395,0,mistral,15,14,14,11,9,-1,False,True
test,485,0,mistral,11,10,9,0,0,-1,False,False
test,1940,0,mistral,15,14,12,2,2,-1,False,True
test,1043,0,mistral,13,12,10,2,2,-1,True,True
test,49,0,mistral,15,14,7,3,3,-1,False,True
test,1413,0,mistral,15,14,12,3,2,-1,True,False
test,606,0,mistral,15,14,8,2,1,-1,True,False
test,2116,0,mistral,11,10,6,1,0,-1,False,False
test,256,0,mistral,15,14,5,9,0,-1,True,False
test,2546,0,mistral,15,14,15,9,9,-1,False,True
test,1690,0,mistral,10,9,8,2,0,-1,False,False
test,1385,0,mistral,15,14,14,8,8,-1,True,False
test,2053,0,mistral,15,14,13,4,4,-1,False,True
test,743,0,mistral,5,4,0,0,0,-1,False,False
test,2403,0,mistral,14,13,12,3,3,-1,True,True
test,313,0,mistral,2,1,1,0,0,-1,False,False
test,2287,0,mistral,15,14,15,9,9,-1,True,False
test,597,0,mistral,9,8,7,1,0,-1,True,True
test,1852,0,mistral,15,14,15,7,6,-1,True,False
test,1501,0,mistral,15,14,10,0,0,-1,True,False
test,1151,0,mistral,9,8,8,0,0,-1,False,False
test,981,0,mistral,15,14,2,0,0,-1,True,False
test,1444,0,mistral,9,8,7,1,0,-1,False,False
test,1014,0,mistral,15,14,15,11,11,-1,True,False
test,2268,0,mistral,15,14,15,8,8,-1,False,True
test,578,0,mistral,15,14,15,8,8,-1,False,True
test,2638,0,mistral,15,14,15,7,6,-1,False,True
test,1917,0,mistral,14,13,8,1,1,-1,False,False
test,128,0,mistral,15,14,15,8,7,-1,False,True
test,1297,0,mistral,15,14,13,3,1,-1,False,True
test,2511,0,mistral,15,14,15,8,8,-1,True,False
test,201,0,mistral,15,14,12,4,2,-1,False,True
test,2141,0,mistral,9,8,8,1,0,-1,False,False
test,651,0,mistral,15,14,14,5,5,-1,False,True
test,344,0,mistral,15,14,3,0,0,-1,False,True
test,2454,0,mistral,11,10,9,1,0,-1,False,False
test,714,0,mistral,15,14,14,10,10,-1,True,False
test,2004,0,mistral,15,14,15,8,8,-1,True,False
test,1782,0,mistral,15,14,14,8,8,-1,True,False
test,1278,0,mistral,15,14,14,4,3,-1,False,True
test,1628,0,mistral,15,14,14,10,10,-1,True,False
test,1147,0,mistral,7,6,6,1,0,-1,False,False
test,978,0,mistral,15,14,11,2,2,-1,False,True
test,1517,0,mistral,15,14,9,3,2,-1,True,False
test,1844,0,mistral,15,14,1,0,0,-1,True,False
test,581,0,mistral,15,14,15,4,4,-1,False,True
test,2291,0,mistral,15,14,8,5,5,-1,True,False
test,1901,0,mistral,13,12,9,2,0,-1,True,True
test,1002,0,mistral,13,12,8,1,0,-1,False,False
test,1452,0,mistral,15,14,14,3,3,-1,True,False
test,997,0,mistral,11,10,4,0,0,-1,False,False
test,647,0,mistral,10,9,9,2,1,-1,True,True
test,2157,0,mistral,15,14,15,12,12,-1,True,False
test,217,0,mistral,15,14,9,1,1,-1,False,True
test,2507,0,mistral,15,14,10,4,4,-1,False,True
test,1281,0,mistral,14,13,13,4,1,-1,False,False
test,1794,0,mistral,15,14,11,3,2,-1,False,True
test,2012,0,mistral,15,14,2,0,0,-1,True,False
test,702,0,mistral,10,9,8,1,0,-1,False,False
test,2442,0,mistral,15,14,7,1,1,-1,False,True
test,352,0,mistral,15,14,12,7,6,-1,False,True
test,2696,0,mistral,15,14,10,4,2,-1,True,False
test,186,0,mistral,15,14,12,3,2,-1,False,True
test,1813,0,mistral,11,10,9,1,1,-1,False,False
test,1540,0,mistral,10,9,8,2,1,-1,False,False
test,885,0,mistral,11,10,8,1,0,-1,True,True
test,1110,0,mistral,15,14,9,0,0,-1,True,False
test,1405,0,mistral,15,14,15,11,11,-1,False,True
test,1055,0,mistral,15,14,15,11,9,-1,False,True
test,2229,0,mistral,15,14,15,10,10,-1,True,False
test,539,0,mistral,15,14,12,0,0,-1,True,False
test,1956,0,mistral,15,14,14,6,6,-1,False,True
test,2679,0,mistral,15,14,15,11,11,-1,True,False
test,493,0,mistral,15,14,8,0,0,-1,True,False
test,169,0,mistral,14,13,8,0,0,-1,True,True
test,2383,0,mistral,15,14,15,12,12,-1,True,False
test,1686,0,mistral,15,14,14,10,10,-1,False,True
test,2550,0,mistral,15,14,9,3,1,-1,True,False
test,240,0,mistral,15,14,12,9,5,-1,True,False
test,2100,0,mistral,15,14,14,5,4,-1,False,True
test,610,0,mistral,15,14,12,5,3,-1,True,False
test,305,0,mistral,8,7,6,1,0,-1,True,True
test,2415,0,mistral,15,14,14,5,4,-1,False,True
test,755,0,mistral,15,14,1,0,0,-1,True,False
test,2045,0,mistral,15,14,13,3,3,-1,True,False
test,1239,0,mistral,15,14,14,8,7,-1,False,True
test,1393,0,mistral,10,9,6,0,0,-1,True,True
test,1669,0,mistral,15,14,15,9,3,-1,True,False
test,24,0,mistral,15,14,15,8,8,-1,False,True
test,1184,0,mistral,15,14,15,7,6,-1,True,False
test,811,0,mistral,4,3,1,0,0,-1,False,False
test,2252,0,mistral,15,14,15,7,7,-1,False,True
test,1887,0,mistral,10,9,9,1,0,-1,False,False
test,542,0,mistral,15,14,15,9,9,-1,False,True
test,2602,0,mistral,15,14,15,11,11,-1,False,True
test,112,0,mistral,15,14,13,8,8,-1,True,False
test,407,0,mistral,12,11,8,2,0,-1,False,False
test,2317,0,mistral,15,14,2,0,0,-1,False,True
test,1868,0,mistral,10,9,8,0,0,-1,True,True
test,1491,0,mistral,12,11,9,0,0,-1,True,True
test,954,0,mistral,15,14,15,7,7,-1,False,True
test,2194,0,mistral,15,14,11,4,4,-1,False,True
test,684,0,mistral,15,14,14,5,5,-1,True,False
test,1242,0,mistral,15,14,15,10,10,-1,True,False
test,1612,0,mistral,15,14,15,11,10,-1,False,True
test,1307,0,mistral,15,14,15,8,8,-1,False,True
test,1757,0,mistral,15,14,14,8,8,-1,False,True
test,391,0,mistral,15,14,11,2,1,-1,False,True
test,2481,0,mistral,9,8,8,0,0,-1,True,True
test,145,0,mistral,15,14,9,5,5,-1,True,False
test,2655,0,mistral,15,14,11,1,0,-1,True,False
test,515,0,mistral,15,14,12,4,3,-1,True,False
test,2205,0,mistral,15,14,4,0,0,-1,True,False
test,1583,0,mistral,10,9,8,1,0,-1,True,True
test,846,0,mistral,15,14,4,0,0,-1,False,True
test,1079,0,mistral,15,14,11,4,3,-1,False,True
test,73,0,mistral,15,14,10,2,2,-1,True,False
test,1429,0,mistral,15,14,5,0,0,-1,True,False
test,903,0,mistral,15,14,14,6,6,-1,False,True
test,1096,0,mistral,15,14,15,10,10,-1,False,True
test,2710,0,mistral,15,14,14,9,9,-1,False,True
test,2340,0,mistral,15,14,14,9,9,-1,True,False
test,1995,0,mistral,15,14,12,5,0,-1,True,False
test,450,0,mistral,15,14,11,3,3,-1,True,False
test,1645,0,mistral,15,14,10,2,1,-1,True,False
test,1215,0,mistral,13,12,10,2,1,-1,False,False
test,2069,0,mistral,15,14,3,9,5,-1,True,False
test,283,0,mistral,12,11,8,1,0,-1,False,False
test,779,0,mistral,14,13,10,3,2,-1,False,False
test,2593,0,mistral,15,14,15,6,6,-1,False,True
test,2439,0,mistral,15,14,15,12,12,-1,True,False
test,329,0,mistral,9,8,8,0,0,-1,False,False
test,2086,0,mistral,15,14,15,9,9,-1,False,True
test,796,0,mistral,15,14,15,11,11,-1,False,True
test,1700,0,mistral,15,14,15,8,8,-1,True,False
test,1350,0,mistral,15,14,14,5,5,-1,False,True
test,65,0,mistral,14,13,8,1,0,-1,True,True
test,850,0,mistral,13,12,9,1,0,-1,False,False
test,1595,0,mistral,15,14,14,8,8,-1,True,False
test,2213,0,mistral,15,14,14,7,7,-1,True,False
test,503,0,mistral,15,14,14,4,4,-1,True,False
test,2643,0,mistral,14,13,8,0,0,-1,True,True
test,153,0,mistral,15,14,11,5,4,-1,False,True
test,446,0,mistral,14,13,9,0,0,-1,False,False
test,1983,0,mistral,14,13,9,2,1,-1,False,False
test,2356,0,mistral,15,14,13,3,3,-1,True,False
test,2706,0,mistral,10,9,9,1,0,-1,False,False
test,1829,0,mistral,11,10,8,1,0,-1,True,True
test,1080,0,mistral,10,9,8,1,0,-1,False,False
test,915,0,mistral,10,9,9,2,1,-1,True,True
test,2585,0,mistral,15,14,2,0,0,-1,True,False
test,295,0,mistral,15,14,10,1,1,-1,False,True
test,1203,0,mistral,15,14,15,5,5,-1,True,False
test,1653,0,mistral,10,9,8,0,0,-1,False,False
test,1346,0,mistral,15,14,13,8,6,-1,False,True
test,1716,0,mistral,15,14,15,12,12,-1,False,True
test,780,0,mistral,15,14,15,8,8,-1,True,False
test,2090,0,mistral,9,8,8,1,0,-1,True,True
test,104,0,mistral,15,14,15,4,4,-1,True,False
test,2614,0,mistral,15,14,15,10,10,-1,True,False
test,554,0,mistral,15,14,15,9,9,-1,False,True
test,1891,0,mistral,10,9,8,1,0,-1,False,False
test,2244,0,mistral,7,6,6,1,0,-1,False,False
test,807,0,mistral,11,10,8,1,0,-1,True,True
test,1038,0,mistral,15,14,9,1,1,-1,False,True
test,1192,0,mistral,15,14,15,6,6,-1,False,True
test,1468,0,mistral,15,14,13,5,5,-1,True,False
test,32,0,mistral,15,14,1,0,0,-1,False,True
test,942,0,mistral,15,14,15,7,7,-1,True,False
test,1487,0,mistral,8,7,7,1,0,-1,True,True
test,2301,0,mistral,13,12,12,6,4,-1,False,False
test,411,0,mistral,15,14,15,6,6,-1,True,False
test,1604,0,mistral,15,14,12,3,2,-1,False,True
test,1254,0,mistral,15,14,11,7,7,-1,True,False
test,2028,0,mistral,15,14,15,9,8,-1,True,False
test,738,0,mistral,11,10,9,0,0,-1,False,False
test,692,0,mistral,15,14,15,6,6,-1,True,False
test,2478,0,mistral,15,14,8,1,1,-1,True,False
test,2182,0,mistral,10,9,8,1,0,-1,True,True
test,368,0,mistral,15,14,14,8,8,-1,True,False
test,2497,0,mistral,15,14,14,1,1,-1,True,False
test,387,0,mistral,15,14,13,8,8,-1,False,True
test,1741,0,mistral,15,14,15,6,6,-1,True,False
test,1311,0,mistral,15,14,15,10,10,-1,False,True
test,1366,0,mistral,15,14,15,7,7,-1,False,True
test,1736,0,mistral,15,14,15,12,12,-1,True,False
test,1223,0,mistral,15,14,10,2,1,-1,True,False
test,1389,0,mistral,15,14,15,5,5,-1,True,False
test,1673,0,mistral,8,7,6,0,0,-1,False,False
test,466,0,mistral,14,13,12,5,3,-1,True,True
test,2376,0,mistral,14,13,9,3,1,-1,True,True
test,2726,0,mistral,15,14,14,5,5,-1,True,False
test,1809,0,mistral,14,13,12,2,2,-1,True,True
test,935,0,mistral,15,14,9,0,0,-1,True,False
test,45,0,mistral,15,14,15,6,6,-1,False,True
test,870,0,mistral,15,14,14,4,2,-1,True,False
test,2233,0,mistral,15,14,3,0,0,-1,False,True
test,523,0,mistral,15,14,6,4,3,-1,True,False
test,2663,0,mistral,15,14,11,2,1,-1,False,True
test,489,0,mistral,15,14,15,12,12,-1,False,True
test,173,0,mistral,15,14,13,10,10,-1,True,False
test,2399,0,mistral,15,14,5,9,7,-1,True,False
test,1761,0,mistral,15,14,12,2,2,-1,False,True
test,1331,0,mistral,8,7,6,0,0,-1,False,False
test,1624,0,mistral,15,14,11,1,0,-1,True,False
test,1274,0,mistral,15,14,11,1,0,-1,False,True
test,2008,0,mistral,15,14,15,9,9,-1,False,True
test,718,0,mistral,15,14,1,0,0,-1,True,False
test,2458,0,mistral,15,14,15,8,8,-1,False,True
test,348,0,mistral,15,14,12,3,1,-1,False,True
test,962,0,mistral,15,14,15,8,8,-1,True,False
test,2321,0,mistral,15,14,13,7,7,-1,False,True
test,431,0,mistral,9,8,8,2,0,-1,False,False
test,124,0,mistral,12,11,9,2,1,-1,True,True
test,2634,0,mistral,15,14,15,9,8,-1,True,False
test,574,0,mistral,15,14,14,7,7,-1,False,True
test,2264,0,mistral,15,14,15,7,7,-1,False,True
test,827,0,mistral,10,9,9,3,1,-1,True,True
test,1018,0,mistral,13,12,10,2,1,-1,False,False
test,1448,0,mistral,15,14,14,4,3,-1,False,True
test,12,0,mistral,15,14,14,3,3,-1,False,True
test,1327,0,mistral,15,14,10,2,1,-1,True,False
test,1777,0,mistral,10,9,8,1,0,-1,False,False
test,1798,0,mistral,5,4,2,0,0,-1,False,False
test,1262,0,mistral,10,9,9,2,1,-1,True,True
test,1632,0,mistral,13,12,9,4,3,-1,True,True
test,427,0,mistral,15,14,15,6,6,-1,False,True
test,2337,0,mistral,15,14,15,11,11,-1,True,False
test,1848,0,mistral,15,14,15,10,10,-1,True,False
test,974,0,mistral,15,14,3,10,0,-1,True,False
test,831,0,mistral,15,14,13,4,4,-1,False,True
test,2272,0,mistral,15,14,15,9,9,-1,True,False
test,562,0,mistral,15,14,13,8,8,-1,False,True
test,2622,0,mistral,15,14,8,5,4,-1,True,False
test,132,0,mistral,15,14,14,7,7,-1,False,True
test,1720,0,mistral,15,14,11,2,1,-1,True,False
test,1370,0,mistral,15,14,14,9,9,-1,False,True
test,1665,0,mistral,15,14,6,8,8,-1,True,False
test,1235,0,mistral,15,14,13,4,4,-1,True,False
test,2049,0,mistral,6,5,4,2,0,-1,True,True
test,759,0,mistral,15,14,3,1,1,-1,True,False
test,2419,0,mistral,15,14,13,5,4,-1,False,True
test,309,0,mistral,9,8,8,1,0,-1,False,False
test,923,0,mistral,15,14,15,12,12,-1,False,True
test,889,0,mistral,15,14,15,6,5,-1,False,True
test,2730,0,mistral,13,12,10,2,2,-1,False,False
test,2360,0,mistral,15,14,14,8,8,-1,True,False
test,470,0,mistral,15,14,4,0,0,-1,False,True
test,165,0,mistral,15,14,14,7,7,-1,False,True
test,2675,0,mistral,15,14,15,5,4,-1,False,True
test,535,0,mistral,15,14,15,10,10,-1,False,True
test,2225,0,mistral,10,9,8,1,0,-1,False,False
test,866,0,mistral,15,14,5,9,9,-1,True,False
test,1059,0,mistral,15,14,14,7,7,-1,False,True
test,53,0,mistral,8,7,7,0,0,-1,True,True
test,1409,0,mistral,15,14,15,6,6,-1,True,False
test,2032,0,mistral,15,14,15,11,11,-1,True,False
test,722,0,mistral,15,14,11,4,0,-1,True,False
test,688,0,mistral,15,14,14,7,7,-1,False,True
test,2462,0,mistral,15,14,2,0,0,-1,False,True
test,2198,0,mistral,15,14,15,5,5,-1,True,False
test,372,0,mistral,15,14,14,10,10,-1,True,False
test,667,0,mistral,15,14,15,13,13,-1,False,True
test,2177,0,mistral,6,5,3,0,0,-1,True,True
test,237,0,mistral,10,9,8,1,0,-1,False,False
test,2527,0,mistral,15,14,13,2,2,-1,True,False
test,1921,0,mistral,13,12,11,3,2,-1,False,False
test,1022,0,mistral,15,14,15,8,0,-1,False,True
test,1188,0,mistral,15,14,8,9,5,-1,True,False
test,1472,0,mistral,15,14,15,9,9,-1,True,False
test,28,0,mistral,15,14,15,10,10,-1,False,True
test,1167,0,mistral,15,14,15,10,10,-1,False,True
test,958,0,mistral,15,14,15,6,5,-1,False,True
test,1537,0,mistral,7,6,6,2,0,-1,False,False
test,1864,0,mistral,15,14,15,5,4,-1,False,True
test,325,0,mistral,10,9,9,2,1,-1,True,True
test,2435,0,mistral,14,13,9,1,0,-1,False,False
test,775,0,mistral,15,14,15,9,9,-1,True,False
test,2065,0,mistral,13,12,11,4,2,-1,False,False
test,1219,0,mistral,15,14,7,6,2,-1,True,False
test,1649,0,mistral,11,10,8,0,0,-1,False,False
test,2570,0,mistral,15,14,15,12,12,-1,False,True
test,260,0,mistral,15,14,3,0,0,-1,True,False
test,2120,0,mistral,15,14,12,7,6,-1,False,True
test,630,0,mistral,14,13,6,0,0,-1,True,True
test,1425,0,mistral,14,13,12,3,2,-1,False,False
test,1075,0,mistral,11,10,9,1,1,-1,True,True
test,2209,0,mistral,12,11,9,3,1,-1,True,True
test,0,0,mistral,14,13,6,1,0,-1,False,False
test,519,0,mistral,15,14,15,8,7,-1,True,False
test,1976,0,mistral,15,14,8,3,1,-1,False,True
test,2659,0,mistral,15,14,10,1,1,-1,False,True
test,149,0,mistral,15,14,7,5,1,-1,True,False
test,1999,0,mistral,11,10,9,1,0,-1,False,False
test,1833,0,mistral,14,13,8,2,1,-1,False,False
test,1560,0,mistral,15,14,15,5,5,-1,True,False
test,90,0,mistral,15,14,12,5,4,-1,False,True
test,1130,0,mistral,13,12,9,0,0,-1,False,False
test,2073,0,mistral,15,14,15,11,11,-1,True,False
test,299,0,mistral,15,14,15,10,10,-1,True,False
test,763,0,mistral,12,11,8,0,0,-1,False,False
test,2589,0,mistral,15,14,14,9,9,-1,True,False
test,2423,0,mistral,10,9,8,1,0,-1,True,True
test,333,0,mistral,15,14,14,4,4,-1,False,True
test,626,0,mistral,15,14,2,0,0,-1,True,False
test,2136,0,mistral,15,14,15,10,10,-1,True,False
test,276,0,mistral,15,14,14,8,8,-1,False,True
test,2566,0,mistral,15,14,14,6,4,-1,False,True
test,1960,0,mistral,15,14,13,4,4,-1,False,True
test,1599,0,mistral,15,14,14,3,3,-1,True,False
test,1063,0,mistral,15,14,15,7,6,-1,False,True
test,69,0,mistral,15,14,12,3,2,-1,False,True
test,1433,0,mistral,14,13,12,3,1,-1,True,True
test,1126,0,mistral,15,14,15,7,7,-1,True,False
test,86,0,mistral,15,14,15,11,11,-1,False,True
test,919,0,mistral,11,10,9,0,0,-1,True,True
test,1576,0,mistral,15,14,9,2,0,-1,True,False
test,1825,0,mistral,15,14,10,1,1,-1,False,True
test,364,0,mistral,11,10,9,3,1,-1,False,False
test,2474,0,mistral,15,14,9,2,0,-1,True,False
test,734,0,mistral,15,14,4,0,0,-1,False,True
test,2024,0,mistral,13,12,8,1,1,-1,True,True
test,1258,0,mistral,12,11,9,1,1,-1,True,True
test,1608,0,mistral,11,10,9,2,1,-1,False,False
test,2531,0,mistral,15,14,9,3,1,-1,False,True
test,221,0,mistral,15,14,9,1,0,-1,False,True
test,2161,0,mistral,15,14,7,0,0,-1,True,False
test,671,0,mistral,15,14,15,8,8,-1,True,False
test,1464,0,mistral,15,14,6,0,0,-1,False,True
test,1034,0,mistral,15,14,12,5,5,-1,False,True
test,2248,0,mistral,12,11,9,0,0,-1,False,False
test,558,0,mistral,15,14,14,4,4,-1,True,False
test,2618,0,mistral,15,14,15,11,11,-1,True,False
test,1937,0,mistral,15,14,15,10,10,-1,False,True
test,108,0,mistral,15,14,14,12,12,-1,False,True
test,1872,0,mistral,15,14,14,5,5,-1,True,False
test,1521,0,mistral,15,14,13,8,7,-1,True,False
test,1171,0,mistral,15,14,15,11,11,-1,False,True
test,2185,0,mistral,15,14,15,7,7,-1,False,True
test,695,0,mistral,10,9,8,1,0,-1,False,False
test,1603,0,mistral,15,14,15,3,3,-1,False,True
test,1253,0,mistral,11,10,10,2,1,-1,False,False
test,1746,0,mistral,15,14,15,12,12,-1,True,False
test,1316,0,mistral,15,14,13,5,3,-1,True,False
test,380,0,mistral,15,14,13,10,10,-1,True,False
test,2490,0,mistral,13,12,8,1,0,-1,True,True
test,800,0,mistral,15,14,13,3,3,-1,True,False
test,35,0,mistral,15,14,9,8,8,-1,False,True
test,1195,0,mistral,15,14,13,7,6,-1,False,True
test,2613,0,mistral,15,14,9,1,0,-1,False,True
test,103,0,mistral,2,1,0,0,0,-1,False,False
test,2243,0,mistral,15,14,14,9,9,-1,True,False
test,1896,0,mistral,15,14,13,6,6,-1,True,False
test,553,0,mistral,15,14,8,0,0,-1,True,False
test,1879,0,mistral,10,9,7,2,0,-1,False,False
test,416,0,mistral,9,8,8,1,0,-1,False,False
test,2306,0,mistral,15,14,2,0,0,-1,False,True
test,1480,0,mistral,15,14,14,10,10,-1,False,True
test,945,0,mistral,15,14,14,8,5,-1,True,False
test,1204,0,mistral,15,14,9,1,0,-1,True,False
test,1654,0,mistral,15,14,14,10,0,-1,True,False
test,2428,0,mistral,15,14,14,9,8,-1,False,True
test,338,0,mistral,15,14,15,12,12,-1,True,False
test,2078,0,mistral,15,14,8,1,1,-1,True,False
test,292,0,mistral,15,14,12,2,1,-1,False,True
test,768,0,mistral,13,12,9,2,1,-1,True,True
test,2582,0,mistral,13,12,9,1,1,-1,True,True
test,2097,0,mistral,15,14,2,0,0,-1,True,False
test,787,0,mistral,8,7,7,0,0,-1,True,True
test,1341,0,mistral,13,12,9,4,2,-1,True,True
test,1711,0,mistral,12,11,8,2,0,-1,True,True
test,504,0,mistral,15,14,10,7,7,-1,True,False
test,2214,0,mistral,10,9,8,2,0,-1,True,True
test,154,0,mistral,8,7,7,1,0,-1,False,False
test,2644,0,mistral,15,14,15,11,11,-1,True,False
test,1438,0,mistral,15,14,14,4,3,-1,False,True
test,62,0,mistral,15,14,8,6,3,-1,True,False
test,1592,0,mistral,15,14,9,1,0,-1,True,False
test,857,0,mistral,15,14,15,12,12,-1,True,False
test,1068,0,mistral,12,11,9,1,1,-1,False,False
test,1087,0,mistral,15,14,15,8,8,-1,True,False
test,912,0,mistral,15,14,15,9,0,-1,False,True
test,2351,0,mistral,15,14,15,10,10,-1,False,True
test,1984,0,mistral,14,13,13,6,5,-1,False,False
test,441,0,mistral,15,14,14,8,8,-1,True,False
test,2701,0,mistral,15,14,5,9,9,-1,False,True
test,2594,0,mistral,15,14,1,0,0,-1,False,True
test,284,0,mistral,15,14,14,10,10,-1,False,True
test,1642,0,mistral,15,14,13,7,7,-1,False,True
test,1212,0,mistral,15,14,15,12,12,-1,True,False
test,1707,0,mistral,15,14,14,10,10,-1,False,True
test,1357,0,mistral,15,14,13,6,6,-1,True,False
test,791,0,mistral,15,14,13,5,4,-1,False,True
test,2081,0,mistral,12,11,10,2,1,-1,False,False
test,841,0,mistral,14,13,10,3,1,-1,True,True
test,1584,0,mistral,11,10,9,2,1,-1,True,True
test,74,0,mistral,15,14,13,2,2,-1,False,True
test,2652,0,mistral,15,14,15,8,8,-1,True,False
test,142,0,mistral,15,14,14,7,7,-1,False,True
test,2202,0,mistral,15,14,10,4,4,-1,True,False
test,512,0,mistral,11,10,9,2,1,-1,False,False
test,1838,0,mistral,15,14,14,9,9,-1,True,False
test,2717,0,mistral,15,14,15,9,7,-1,False,True
test,457,0,mistral,5,4,3,1,1,-1,True,True
test,1992,0,mistral,14,13,11,2,1,-1,False,False
test,2347,0,mistral,15,14,9,0,0,-1,False,True
test,904,0,mistral,15,14,15,9,9,-1,True,False
test,1091,0,mistral,15,14,15,10,10,-1,True,False
test,1245,0,mistral,15,14,13,2,0,-1,True,False
test,1615,0,mistral,15,14,13,8,8,-1,False,True
test,683,0,mistral,15,14,8,0,0,-1,True,False
test,2469,0,mistral,15,14,13,5,4,-1,True,False
test,2193,0,mistral,15,14,12,4,2,-1,False,True
test,379,0,mistral,10,9,8,2,0,-1,False,False
test,2039,0,mistral,15,14,15,12,12,-1,True,False
test,729,0,mistral,14,13,10,2,2,-1,False,False
test,2486,0,mistral,15,14,15,10,10,-1,True,False
test,396,0,mistral,15,14,15,9,9,-1,False,True
test,1300,0,mistral,11,10,8,0,0,-1,False,False
test,1750,0,mistral,8,7,1,0,0,-1,True,True
test,545,0,mistral,15,14,15,8,8,-1,False,True
test,1880,0,mistral,15,14,12,4,3,-1,False,True
test,2255,0,mistral,13,12,9,1,1,-1,True,True
test,115,0,mistral,15,14,15,9,8,-1,True,False
test,2605,0,mistral,6,5,5,1,0,-1,False,False
test,1183,0,mistral,12,11,10,3,2,-1,False,False
test,23,0,mistral,15,14,8,1,0,-1,False,True
test,1479,0,mistral,15,14,11,1,1,-1,False,True
test,816,0,mistral,15,14,11,2,0,-1,True,False
test,1029,0,mistral,15,14,3,0,0,-1,False,True
test,953,0,mistral,15,14,15,8,8,-1,False,True
test,1496,0,mistral,7,6,6,1,0,-1,True,True
test,2310,0,mistral,15,14,1,0,0,-1,True,False
test,400,0,mistral,11,10,9,0,0,-1,True,True
test,247,0,mistral,15,14,1,0,0,-1,True,False
test,2557,0,mistral,15,14,13,6,3,-1,False,True
test,617,0,mistral,15,14,15,10,10,-1,False,True
test,2107,0,mistral,11,10,10,2,0,-1,True,True
test,1681,0,mistral,4,3,2,0,0,-1,False,False
test,1394,0,mistral,15,14,7,1,1,-1,True,False
test,2412,0,mistral,15,14,13,3,3,-1,True,False
test,302,0,mistral,15,14,15,12,12,-1,True,False
test,2042,0,mistral,15,14,15,9,9,-1,False,True
test,752,0,mistral,15,14,15,8,8,-1,True,False
test,882,0,mistral,15,14,12,2,1,-1,True,False
test,1547,0,mistral,11,10,9,2,1,-1,True,True
test,1117,0,mistral,15,14,1,0,0,-1,True,False
test,928,0,mistral,15,14,9,5,5,-1,True,False
