bug_id,run_id,model,total_messages,function_calls,valid_function_calls,function_repetitions,function_and_args_repetitions,content_length,success
black_3,8,llama3,7,1,1,0,0,411,False
black_10,8,llama3,13,4,1,2,2,422,False
pandas_29,8,llama3,25,10,2,6,6,1085,False
scrapy_33,8,llama3,21,9,3,2,2,423,False
pandas_126,8,llama3,23,9,2,6,6,983,True
matplotlib_14,8,llama3,17,7,1,5,5,278,False
luigi_32,8,llama3,17,6,1,3,3,643,False
pandas_52,8,llama3,9,2,1,0,0,1001,False
tqdm_2,8,llama3,7,1,1,0,0,5903,False
fastapi_8,8,llama3,13,4,1,2,2,712,False
pandas_8,8,llama3,9,3,1,1,1,310,False
youtube,8,llama3,15,6,1,3,3,235,False
keras_32,8,llama3,7,1,1,0,0,1040,False
youtube,8,llama3,17,6,1,4,4,1130,True
pandas_13,8,llama3,15,6,1,3,3,527,False
keras_24,8,llama3,7,1,1,0,0,1550,False
cookiecutter_3,8,llama3,13,5,1,3,3,619,False
thefuck_20,8,llama3,7,1,1,0,0,431,False
pandas_44,8,llama3,15,6,1,4,4,216,False
tornado_16,8,llama3,15,5,1,3,3,613,False
pandas_140,8,llama3,17,6,1,4,4,589,False
pandas_18,8,llama3,17,7,1,4,4,443,False
matplotlib_25,8,llama3,17,7,1,5,5,129,False
ansible_18,8,llama3,15,5,3,2,0,600,False
pandas_117,8,llama3,17,7,1,4,4,380,False
scrapy_14,8,llama3,6,1,1,0,0,256,False
pandas_3,8,llama3,11,4,1,2,2,394,False
luigi_15,8,llama3,21,9,2,5,5,175,False
keras_39,8,llama3,9,2,1,0,0,784,False
pandas_101,8,llama3,15,6,1,4,4,360,False
scrapy_1,8,llama3,6,1,1,0,0,327,True
ansible_3,8,llama3,7,1,1,0,0,735,False
pandas_59,8,llama3,21,8,1,5,5,448,False
pandas_156,8,llama3,6,1,1,0,0,313,False
fastapi_3,8,llama3,9,2,1,0,0,926,False
matplotlib_7,8,llama3,13,4,1,2,2,563,True
pandas_22,8,llama3,13,5,1,3,3,312,False
scrapy_38,8,llama3,6,1,1,0,0,203,False
keras_15,8,llama3,7,1,1,0,0,1749,False
thefuck_11,8,llama3,19,7,1,5,5,267,False
pandas_75,8,llama3,11,4,1,2,2,140,False
keras_4,8,llama3,17,6,2,1,1,852,False
black_8,8,llama3,13,5,1,3,3,27,False
keras_42,8,llama3,7,1,1,0,0,857,False
youtube,8,llama3,11,4,1,2,2,220,False
pandas_63,8,llama3,17,6,1,4,4,829,False
pandas_34,8,llama3,11,4,1,2,2,60,False
youtube,8,llama3,19,7,2,4,4,682,False
pandas_43,8,llama3,15,6,1,4,4,290,False
thefuck_27,8,llama3,13,5,1,2,2,706,False
cookiecutter_4,8,llama3,7,1,1,0,0,848,True
ansible_14,8,llama3,17,6,2,3,3,710,True
matplotlib_29,8,llama3,11,3,1,1,1,1893,True
youtube,8,llama3,17,6,1,4,4,334,False
luigi_19,8,llama3,15,5,1,3,3,270,False
keras_35,8,llama3,9,2,2,0,0,1299,True
thefuck_31,8,llama3,19,8,1,6,6,532,False
luigi_7,8,llama3,21,8,1,6,6,842,True
scrapy_18,8,llama3,24,10,1,8,8,471,True
youtube,8,llama3,15,6,1,4,4,338,False
pandas_55,8,llama3,15,6,1,4,4,156,False
pandas_121,8,llama3,17,6,1,4,4,608,False
matplotlib_13,8,llama3,17,7,1,5,5,168,False
keras_19,8,llama3,7,1,1,0,0,555,True
black_17,8,llama3,11,4,1,2,2,319,False
scrapy_34,8,llama3,25,10,2,6,6,421,False
keras_8,8,llama3,11,3,1,1,1,330,False
pandas_79,8,llama3,17,6,1,4,4,723,False
pandas_96,8,llama3,23,9,1,7,7,872,False
black_4,8,llama3,11,4,1,2,2,238,False
pandas_160,8,llama3,15,6,1,4,4,342,False
thefuck_7,8,llama3,15,5,1,3,3,1053,False
pandas_80,8,llama3,11,3,1,1,1,558,False
pandas_137,8,llama3,11,4,1,2,2,210,False
luigi_23,8,llama3,19,7,1,5,5,382,False
tornado_1,8,llama3,11,4,1,2,2,638,False
pandas_38,8,llama3,19,7,1,5,5,948,False
scrapy_22,8,llama3,11,4,1,2,2,330,False
pandas_39,8,llama3,17,7,2,5,4,53,False
scrapy_23,8,llama3,17,6,1,4,4,627,True
pandas_136,8,llama3,17,6,1,4,4,1013,False
luigi_22,8,llama3,15,6,1,4,4,44,False
pandas_81,8,llama3,17,7,1,5,5,401,False
pandas_161,8,llama3,9,3,1,1,1,297,False
thefuck_6,8,llama3,11,4,1,2,2,318,False
pandas_78,8,llama3,17,7,1,5,5,496,False
pandas_97,8,llama3,19,8,1,6,6,109,False
black_5,8,llama3,23,9,2,6,6,892,False
black_16,8,llama3,26,12,2,8,8,0,False
scrapy_35,8,llama3,19,7,1,5,5,404,False
pandas_120,8,llama3,15,5,1,3,3,595,False
matplotlib_12,8,llama3,19,8,1,5,5,242,False
keras_18,8,llama3,7,1,1,0,0,1169,False
pandas_54,8,llama3,15,5,1,3,3,325,True
luigi_6,8,llama3,13,5,1,3,3,251,False
scrapy_19,8,llama3,19,7,1,3,3,644,False
youtube,8,llama3,17,7,1,5,5,121,False
luigi_18,8,llama3,13,4,2,0,0,828,False
keras_34,8,llama3,7,1,1,0,0,613,False
PySnooper_1,8,llama3,7,1,1,0,0,609,False
pandas_15,8,llama3,6,1,1,0,0,281,False
youtube,8,llama3,17,6,1,4,4,951,True
thefuck_26,8,llama3,17,6,1,4,4,951,False
ansible_15,8,llama3,11,4,1,2,2,96,False
pandas_42,8,llama3,15,5,1,3,3,1137,True
pandas_35,8,llama3,13,4,1,2,2,840,False
youtube,8,llama3,17,7,1,5,5,321,False
fastapi_16,8,llama3,15,5,1,3,3,405,True
youtube,8,llama3,15,6,1,4,4,196,False
pandas_62,8,llama3,9,3,1,1,1,117,False
keras_43,8,llama3,7,1,1,0,0,1356,True
pandas_74,8,llama3,19,8,1,5,5,367,False
black_9,8,llama3,13,5,1,3,3,387,False
thefuck_10,8,llama3,11,3,1,1,1,1522,False
pandas_23,8,llama3,13,5,1,3,3,245,False
scrapy_39,8,llama3,13,5,1,3,3,245,False
tqdm_8,8,llama3,7,1,1,0,0,2651,True
pandas_157,8,llama3,13,5,1,3,3,254,False
fastapi_2,8,llama3,15,6,1,4,4,101,False
matplotlib_6,8,llama3,11,4,1,2,2,609,False
ansible_2,8,llama3,17,6,3,1,1,615,False
pandas_58,8,llama3,15,6,1,3,3,232,False
luigi_14,8,llama3,13,5,1,3,3,566,False
keras_38,8,llama3,7,1,1,0,0,402,False
pandas_100,8,llama3,11,4,3,2,0,253,False
scrapy_15,8,llama3,15,5,1,3,3,542,False
pandas_2,8,llama3,17,6,1,4,4,1144,False
matplotlib_24,8,llama3,19,8,1,5,5,371,False
pandas_116,8,llama3,15,6,1,4,4,536,False
black_20,8,llama3,11,4,1,2,2,212,False
pandas_19,8,llama3,7,1,1,0,0,963,False
pandas_141,8,llama3,21,9,1,7,7,308,False
youtube,8,llama3,19,7,1,4,4,642,True
pandas_139,8,llama3,11,4,1,2,2,339,False
youtube,8,llama3,15,5,1,3,3,517,False
pandas_36,8,llama3,6,1,1,0,0,278,False
thefuck_9,8,llama3,15,5,1,3,3,262,True
pandas_61,8,llama3,15,6,1,3,3,456,False
fastapi_15,8,llama3,22,10,1,8,8,0,False
youtube,8,llama3,21,8,2,5,5,1119,True
keras_40,8,llama3,7,1,1,0,0,783,True
pandas_98,8,llama3,9,2,1,0,0,613,False
keras_6,8,llama3,19,7,2,4,4,742,False
pandas_77,8,llama3,21,9,1,6,6,476,False
thefuck_13,8,llama3,17,6,1,3,3,519,False
keras_17,8,llama3,7,1,1,0,0,918,True
pandas_20,8,llama3,15,6,1,4,4,384,False
black_19,8,llama3,15,6,1,4,4,464,False
matplotlib_5,8,llama3,19,7,1,5,5,820,False
httpie_5,8,llama3,7,2,1,0,0,516,False
pandas_154,8,llama3,13,4,1,1,1,548,False
fastapi_1,8,llama3,15,5,1,3,3,182,False
ansible_1,8,llama3,11,4,1,2,2,225,False
scrapy_3,8,llama3,11,4,1,2,2,205,False
pandas_103,8,llama3,21,8,1,6,6,1079,False
luigi_17,8,llama3,11,3,2,0,0,1056,True
scrapy_16,8,llama3,6,1,1,0,0,234,True
pandas_1,8,llama3,15,6,1,3,3,308,False
luigi_9,8,llama3,11,4,1,2,2,488,False
pandas_115,8,llama3,23,9,1,7,7,603,False
thefuck_29,8,llama3,13,4,1,2,2,680,False
youtube,8,llama3,15,6,1,3,3,346,False
black_23,8,llama3,21,8,2,4,4,627,False
tornado_14,8,llama3,19,8,1,6,6,90,False
pandas_142,8,llama3,9,3,1,1,1,44,False
spacy_3,8,llama3,13,5,1,3,3,258,False
youtube,8,llama3,11,4,1,2,2,399,False
pandas_135,8,llama3,11,4,1,2,2,386,False
pandas_82,8,llama3,17,7,1,4,4,431,False
thefuck_5,8,llama3,11,3,2,0,0,463,False
pandas_162,8,llama3,19,7,1,4,4,732,True
pandas_94,8,llama3,24,10,3,3,2,705,False
black_6,8,llama3,15,5,1,3,3,670,False
scrapy_36,8,llama3,9,3,1,0,0,429,False
black_15,8,llama3,15,5,2,1,1,384,False
matplotlib_11,8,llama3,15,6,1,4,4,298,False
pandas_123,8,llama3,13,5,1,3,3,159,False
pandas_57,8,llama3,15,5,1,3,3,444,False
pandas_158,8,llama3,13,5,1,2,2,313,False
matplotlib_9,8,llama3,11,4,1,2,2,189,False
tqdm_7,8,llama3,7,1,1,0,0,307,False
youtube,8,llama3,7,1,1,0,0,788,True
luigi_5,8,llama3,11,3,2,0,0,772,False
sanic_3,8,llama3,25,10,1,8,8,1090,False
PySnooper_2,8,llama3,7,1,1,0,0,1119,False
keras_37,8,llama3,7,1,1,0,0,900,False
youtube,8,llama3,21,8,1,4,4,664,True
pandas_16,8,llama3,19,8,1,6,6,398,False
pandas_119,8,llama3,17,6,1,4,4,903,False
ansible_16,8,llama3,15,6,1,3,3,1833,False
thefuck_25,8,llama3,11,4,1,2,2,831,False
pandas_41,8,llama3,17,6,1,4,4,963,True
pandas_40,8,llama3,13,5,1,3,3,328,False
pandas_118,8,llama3,17,7,1,4,4,364,False
ansible_17,8,llama3,15,5,1,3,3,725,True
keras_20,8,llama3,7,1,1,0,0,2300,False
thefuck_24,8,llama3,15,6,1,4,4,244,False
youtube,8,llama3,23,10,1,8,8,347,False
pandas_17,8,llama3,15,6,1,4,4,293,False
PySnooper_3,8,llama3,19,7,1,5,5,709,True
thefuck_32,8,llama3,6,1,1,0,0,344,False
keras_36,8,llama3,7,1,1,0,0,1218,False
youtube,8,llama3,13,4,1,1,1,302,False
luigi_4,8,llama3,17,6,2,2,2,623,False
pandas_159,8,llama3,17,7,2,3,3,310,False
matplotlib_8,8,llama3,22,10,1,6,6,0,False
tqdm_6,8,llama3,7,1,1,0,0,308,False
pandas_56,8,llama3,6,1,1,0,0,469,False
matplotlib_10,8,llama3,25,10,3,6,6,3329,False
pandas_122,8,llama3,13,5,1,3,3,649,False
scrapy_37,8,llama3,13,5,1,3,3,350,False
black_14,8,llama3,9,3,1,1,1,432,False
pandas_95,8,llama3,17,6,1,4,4,653,False
black_7,8,llama3,11,3,1,1,1,326,False
thefuck_4,8,llama3,11,3,1,1,1,669,False
pandas_163,8,llama3,19,8,1,5,5,283,False
pandas_83,8,llama3,17,7,1,5,5,370,False
pandas_134,8,llama3,13,4,1,2,2,729,False
scrapy_21,8,llama3,21,8,1,6,6,631,False
tornado_2,8,llama3,11,4,1,2,2,143,False
youtube,8,llama3,13,5,1,3,3,322,False
tornado_15,8,llama3,21,8,1,5,5,621,False
pandas_143,8,llama3,11,4,1,2,2,243,False
spacy_2,8,llama3,17,6,1,4,4,989,False
black_22,8,llama3,11,4,1,2,2,106,False
youtube,8,llama3,21,8,1,6,6,924,False
pandas_114,8,llama3,11,4,1,2,2,139,False
thefuck_28,8,llama3,13,4,1,2,2,646,False
scrapy_17,8,llama3,13,4,1,2,2,743,True
luigi_8,8,llama3,15,5,2,1,1,1261,False
pandas_102,8,llama3,21,9,1,6,6,557,False
matplotlib_30,8,llama3,21,8,2,5,5,272,True
luigi_16,8,llama3,17,6,1,4,4,717,False
scrapy_2,8,llama3,15,6,1,3,3,415,False
scrapy_40,8,llama3,15,6,1,4,4,279,False
matplotlib_4,8,llama3,13,4,1,0,0,416,True
httpie_4,8,llama3,6,1,1,0,0,623,False
pandas_155,8,llama3,19,7,2,3,3,848,False
pandas_21,8,llama3,6,1,1,0,0,519,False
black_18,8,llama3,19,7,1,5,5,594,False
keras_16,8,llama3,9,2,1,0,0,890,False
pandas_99,8,llama3,17,7,1,5,5,199,False
keras_7,8,llama3,25,10,1,8,8,1589,False
pandas_76,8,llama3,15,5,1,3,3,1061,False
keras_41,8,llama3,9,2,2,0,0,1045,False
pandas_60,8,llama3,21,8,1,6,6,283,False
fastapi_14,8,llama3,19,7,1,5,5,550,False
youtube,8,llama3,15,5,1,3,3,435,False
thefuck_8,8,llama3,13,4,1,2,2,889,False
youtube,8,llama3,11,4,1,2,2,322,False
pandas_37,8,llama3,13,5,1,3,3,288,False
youtube,8,llama3,11,3,1,1,1,648,True
pandas_138,8,llama3,24,10,2,7,7,279,False
scrapy_26,8,llama3,6,1,1,0,0,431,True
tornado_5,8,llama3,13,4,1,2,2,1062,False
luigi_27,8,llama3,23,9,1,7,7,439,True
youtube,8,llama3,11,3,1,1,1,575,False
pandas_133,8,llama3,11,4,1,2,2,196,False
pandas_84,8,llama3,15,5,2,1,1,534,False
thefuck_3,8,llama3,17,6,2,3,3,553,False
pandas_164,8,llama3,19,8,1,5,5,331,False
pandas_92,8,llama3,19,7,1,5,5,637,True
scrapy_30,8,llama3,17,7,1,4,4,445,False
black_13,8,llama3,23,9,3,4,4,596,False
thefuck_19,8,llama3,25,10,1,6,6,515,False
matplotlib_17,8,llama3,6,1,1,0,0,320,False
luigi_31,8,llama3,13,5,1,3,3,442,False
pandas_125,8,llama3,15,6,1,3,3,343,False
pandas_51,8,llama3,15,5,1,3,3,748,False
scrapy_9,8,llama3,15,5,3,1,1,861,True
tqdm_1,8,llama3,7,1,1,0,0,250,True
youtube,8,llama3,11,4,1,1,1,684,False
luigi_3,8,llama3,15,6,1,4,4,211,False
pandas_109,8,llama3,17,7,1,4,4,331,False
sanic_5,8,llama3,15,5,1,3,3,885,False
keras_31,8,llama3,13,4,1,2,2,640,False
pandas_10,8,llama3,19,7,1,5,5,999,False
youtube,8,llama3,13,4,1,2,2,520,True
thefuck_23,8,llama3,17,6,1,3,3,1171,False
keras_27,8,llama3,17,6,1,3,3,615,False
pandas_47,8,llama3,15,5,1,3,3,882,False
pandas_148,8,llama3,15,6,1,3,3,398,False
youtube,8,llama3,9,2,1,0,0,771,True
pandas_30,8,llama3,15,6,1,3,3,927,False
tornado_9,8,llama3,17,6,1,4,4,612,True
youtube,8,llama3,13,5,1,3,3,318,False
pandas_168,8,llama3,19,7,2,4,4,816,True
pandas_88,8,llama3,11,4,1,2,2,167,False
fastapi_13,8,llama3,19,8,1,6,6,383,False
pandas_67,8,llama3,15,5,1,3,3,604,False
pandas_71,8,llama3,15,5,1,3,3,728,True
keras_11,8,llama3,19,8,1,6,6,395,False
thefuck_15,8,llama3,13,5,1,2,2,317,False
pandas_129,8,llama3,13,5,1,3,3,329,False
pandas_26,8,llama3,6,1,1,0,0,295,True
pandas_152,8,llama3,17,7,1,4,4,494,False
fastapi_7,8,llama3,17,7,1,5,5,403,False
httpie_3,8,llama3,11,3,1,1,1,388,False
matplotlib_3,8,llama3,19,7,1,5,5,249,False
scrapy_5,8,llama3,13,5,1,3,3,203,False
pandas_105,8,llama3,13,5,2,1,1,113,False
luigi_11,8,llama3,26,11,1,9,9,148,False
youtube,8,llama3,17,7,1,4,4,246,False
scrapy_10,8,llama3,13,5,1,3,3,110,False
pandas_7,8,llama3,17,7,1,4,4,290,False
matplotlib_21,8,llama3,17,7,1,5,5,364,False
tornado_12,8,llama3,13,4,1,2,2,485,False
pandas_144,8,llama3,15,5,1,3,3,571,False
tornado_13,8,llama3,13,5,1,3,3,261,False
pandas_145,8,llama3,22,9,1,7,7,797,True
pandas_112,8,llama3,26,11,1,9,9,347,False
matplotlib_20,8,llama3,17,7,1,5,5,188,False
youtube,8,llama3,10,3,1,1,1,278,True
scrapy_11,8,llama3,19,8,1,6,6,177,False
pandas_6,8,llama3,11,4,1,2,2,588,False
pandas_104,8,llama3,24,11,2,7,7,0,False
luigi_10,8,llama3,23,10,1,8,8,784,False
ansible_6,8,llama3,9,2,1,0,0,584,True
scrapy_4,8,llama3,15,6,1,3,3,303,False
pandas_153,8,llama3,13,5,1,3,3,377,False
fastapi_6,8,llama3,9,3,1,1,1,247,False
httpie_2,8,llama3,19,7,2,3,3,654,False
matplotlib_2,8,llama3,19,7,1,5,5,619,False
pandas_27,8,llama3,13,5,1,2,2,443,False
keras_10,8,llama3,19,8,1,6,6,395,False
thefuck_14,8,llama3,13,4,1,2,2,809,True
pandas_128,8,llama3,13,4,1,1,1,1515,True
pandas_70,8,llama3,21,8,1,4,4,494,False
keras_1,8,llama3,15,5,1,3,3,400,False
pandas_89,8,llama3,11,4,1,2,2,299,False
fastapi_12,8,llama3,13,4,1,2,2,548,True
pandas_66,8,llama3,17,7,1,4,4,134,False
pandas_169,8,llama3,11,4,1,2,2,228,False
pandas_31,8,llama3,15,6,1,4,4,200,False
tornado_8,8,llama3,15,5,1,3,3,685,False
youtube,8,llama3,19,7,1,3,3,481,True
youtube,8,llama3,13,4,1,1,1,700,False
pandas_46,8,llama3,19,8,1,6,6,562,False
thefuck_22,8,llama3,11,3,1,1,1,1401,True
cookiecutter_1,8,llama3,15,6,1,4,4,327,False
keras_26,8,llama3,7,1,1,0,0,1075,False
pandas_11,8,llama3,25,11,2,7,7,410,False
youtube,8,llama3,24,10,2,6,6,784,False
pandas_108,8,llama3,17,7,1,4,4,306,False
sanic_4,8,llama3,11,3,1,1,1,538,False
keras_30,8,llama3,7,1,1,0,0,2052,False
youtube,8,llama3,17,7,1,5,5,105,False
pandas_50,8,llama3,17,6,2,3,3,966,False
scrapy_8,8,llama3,17,6,1,3,3,213,False
thefuck_18,8,llama3,10,3,1,0,0,501,False
matplotlib_16,8,llama3,17,7,1,5,5,85,False
luigi_30,8,llama3,15,6,1,4,4,364,False
pandas_124,8,llama3,13,4,1,2,2,420,False
scrapy_31,8,llama3,15,6,1,4,4,262,False
black_12,8,llama3,17,6,1,4,4,543,False
pandas_93,8,llama3,13,4,2,1,1,747,False
black_1,8,llama3,11,3,1,1,1,585,False
thefuck_2,8,llama3,13,4,1,2,2,318,False
pandas_165,8,llama3,11,4,1,2,2,227,False
pandas_85,8,llama3,15,6,1,4,4,376,False
luigi_26,8,llama3,11,4,1,1,1,309,False
youtube,8,llama3,11,3,1,1,1,1095,False
pandas_132,8,llama3,26,11,1,9,9,250,False
scrapy_27,8,llama3,17,7,1,5,5,346,False
tornado_4,8,llama3,13,5,1,3,3,341,False
spacy_10,8,qwen2.5-coder,7,1,1,0,0,706,False
pandas_45,8,qwen2.5-coder,9,2,1,0,0,2514,False
keras_25,8,qwen2.5-coder,7,1,1,0,0,1348,False
thefuck_21,8,qwen2.5-coder,7,1,1,0,0,1032,True
cookiecutter_2,8,qwen2.5-coder,9,2,2,0,0,1020,False
youtube,8,qwen2.5-coder,11,3,3,1,1,1979,True
pandas_12,8,qwen2.5-coder,11,3,3,0,0,2020,False
keras_33,8,qwen2.5-coder,11,3,3,0,0,2547,True
pandas_9,8,qwen2.5-coder,7,1,1,0,0,1054,False
luigi_1,8,qwen2.5-coder,11,3,2,0,0,1830,False
youtube,8,qwen2.5-coder,9,2,2,0,0,1021,True
tqdm_3,8,qwen2.5-coder,9,2,1,0,0,1369,False
fastapi_9,8,qwen2.5-coder,7,1,1,0,0,954,False
pandas_53,8,qwen2.5-coder,7,1,1,0,0,1213,True
pandas_127,8,qwen2.5-coder,9,2,2,0,0,1015,True
matplotlib_15,8,qwen2.5-coder,7,1,1,0,0,903,True
luigi_33,8,qwen2.5-coder,7,1,1,0,0,1238,True
black_11,8,qwen2.5-coder,9,2,2,0,0,1216,False
pandas_28,8,qwen2.5-coder,7,1,1,0,0,1188,False
scrapy_32,8,qwen2.5-coder,11,3,3,1,0,1074,True
pandas_90,8,qwen2.5-coder,7,1,1,0,0,909,True
black_2,8,qwen2.5-coder,7,1,1,0,0,1557,False
pandas_166,8,qwen2.5-coder,9,2,2,0,0,885,True
thefuck_1,8,qwen2.5-coder,6,1,1,0,0,128,True
pandas_69,8,qwen2.5-coder,13,4,1,0,0,1748,False
pandas_86,8,qwen2.5-coder,9,2,1,0,0,1393,False
pandas_131,8,qwen2.5-coder,17,6,2,2,1,2183,False
luigi_25,8,qwen2.5-coder,9,2,1,0,0,568,False
tornado_7,8,qwen2.5-coder,9,2,1,0,0,2620,False
scrapy_24,8,qwen2.5-coder,17,6,2,3,2,2592,False
pandas_49,8,qwen2.5-coder,7,1,1,0,0,1008,True
tornado_10,8,qwen2.5-coder,9,2,1,0,0,1091,False
pandas_146,8,qwen2.5-coder,9,2,2,0,0,854,True
spacy_7,8,qwen2.5-coder,13,4,2,0,0,1923,True
matplotlib_23,8,qwen2.5-coder,9,2,2,0,0,1548,True
pandas_111,8,qwen2.5-coder,7,1,1,0,0,1023,True
scrapy_12,8,qwen2.5-coder,15,5,2,1,0,1145,True
luigi_13,8,qwen2.5-coder,9,2,1,0,0,612,True
pandas_107,8,qwen2.5-coder,7,1,1,0,0,1064,True
scrapy_7,8,qwen2.5-coder,9,2,2,0,0,928,False
ansible_5,8,qwen2.5-coder,7,1,1,0,0,722,True
httpie_1,8,qwen2.5-coder,9,2,2,0,0,2623,True
matplotlib_1,8,qwen2.5-coder,7,1,1,0,0,568,False
pandas_150,8,qwen2.5-coder,7,1,1,0,0,1230,True
fastapi_5,8,qwen2.5-coder,13,4,1,2,2,823,False
pandas_24,8,qwen2.5-coder,19,7,2,2,0,1459,False
thefuck_17,8,qwen2.5-coder,14,5,1,2,0,77,False
keras_13,8,qwen2.5-coder,7,1,1,0,0,268,False
matplotlib_19,8,qwen2.5-coder,15,5,1,2,1,616,False
keras_2,8,qwen2.5-coder,9,2,1,0,0,1235,False
pandas_73,8,qwen2.5-coder,13,4,2,1,0,940,False
keras_44,8,qwen2.5-coder,17,6,1,3,1,1403,False
pandas_65,8,qwen2.5-coder,11,3,2,0,0,1029,False
fastapi_11,8,qwen2.5-coder,9,2,1,0,0,1401,False
youtube,8,qwen2.5-coder,11,3,2,0,0,1134,True
pandas_32,8,qwen2.5-coder,9,2,1,0,0,884,True
scrapy_28,8,qwen2.5-coder,11,3,3,0,0,1363,True
youtube,8,qwen2.5-coder,7,1,1,0,0,1033,True
luigi_29,8,qwen2.5-coder,9,2,2,0,0,1023,False
youtube,8,qwen2.5-coder,13,4,3,1,0,920,True
luigi_28,8,qwen2.5-coder,11,3,2,0,0,1892,True
youtube,8,qwen2.5-coder,7,1,1,0,0,1288,True
pandas_33,8,qwen2.5-coder,9,2,1,0,0,869,False
scrapy_29,8,qwen2.5-coder,11,3,1,1,1,952,False
pandas_64,8,qwen2.5-coder,11,3,2,0,0,1375,False
fastapi_10,8,qwen2.5-coder,7,1,1,0,0,404,False
keras_3,8,qwen2.5-coder,9,2,2,0,0,1754,False
pandas_72,8,qwen2.5-coder,7,1,1,0,0,880,False
thefuck_16,8,qwen2.5-coder,6,1,1,0,0,190,False
matplotlib_18,8,qwen2.5-coder,15,5,2,2,0,1721,False
pandas_25,8,qwen2.5-coder,9,2,1,0,0,1769,True
pandas_151,8,qwen2.5-coder,9,2,1,0,0,1037,False
fastapi_4,8,qwen2.5-coder,11,3,2,0,0,1233,False
scrapy_6,8,qwen2.5-coder,11,3,3,1,1,1617,True
ansible_4,8,qwen2.5-coder,17,6,3,2,0,1473,True
luigi_12,8,qwen2.5-coder,9,2,2,0,0,686,False
pandas_106,8,qwen2.5-coder,11,3,2,1,0,2942,True
pandas_4,8,qwen2.5-coder,7,1,1,0,0,1082,False
keras_28,8,qwen2.5-coder,13,4,3,1,0,1830,False
matplotlib_22,8,qwen2.5-coder,11,3,2,0,0,1160,False
pandas_110,8,qwen2.5-coder,15,5,1,2,1,1798,False
pandas_147,8,qwen2.5-coder,9,2,1,0,0,1031,False
spacy_6,8,qwen2.5-coder,9,2,1,0,0,893,False
pandas_48,8,qwen2.5-coder,7,1,1,0,0,1029,False
tornado_6,8,qwen2.5-coder,15,5,1,0,0,806,False
scrapy_25,8,qwen2.5-coder,7,1,1,0,0,2795,False
pandas_130,8,qwen2.5-coder,9,2,1,0,0,842,False
luigi_24,8,qwen2.5-coder,11,3,3,0,0,1223,False
pandas_68,8,qwen2.5-coder,13,4,2,1,0,932,False
pandas_87,8,qwen2.5-coder,7,1,1,0,0,662,False
pandas_167,8,qwen2.5-coder,7,1,1,0,0,782,False
pandas_91,8,qwen2.5-coder,9,2,1,0,0,595,False
black_3,8,qwen2.5-coder,13,4,3,1,0,937,False
black_10,8,qwen2.5-coder,9,2,1,0,0,694,False
pandas_29,8,qwen2.5-coder,17,6,4,3,0,2698,False
scrapy_33,8,qwen2.5-coder,9,2,1,0,0,332,False
pandas_126,8,qwen2.5-coder,9,2,2,0,0,1082,True
matplotlib_14,8,qwen2.5-coder,11,3,3,0,0,1780,False
luigi_32,8,qwen2.5-coder,11,3,2,0,0,1831,False
ansible_8,8,qwen2.5-coder,11,3,3,1,0,1354,True
pandas_52,8,qwen2.5-coder,7,1,1,0,0,2860,False
tqdm_2,8,qwen2.5-coder,9,2,2,0,0,1442,False
fastapi_8,8,qwen2.5-coder,11,3,3,0,0,2565,False
pandas_8,8,qwen2.5-coder,11,3,2,0,0,826,False
youtube,8,qwen2.5-coder,11,3,3,1,1,574,True
keras_32,8,qwen2.5-coder,7,1,1,0,0,1006,True
youtube,8,qwen2.5-coder,11,3,2,0,0,1162,True
pandas_13,8,qwen2.5-coder,11,3,2,0,0,1446,False
ansible_13,8,qwen2.5-coder,7,1,1,0,0,319,False
keras_24,8,qwen2.5-coder,7,1,1,0,0,2754,False
cookiecutter_3,8,qwen2.5-coder,11,3,2,0,0,1749,False
thefuck_20,8,qwen2.5-coder,7,1,1,0,0,926,False
pandas_44,8,qwen2.5-coder,15,5,3,3,0,780,False
spacy_1,8,qwen2.5-coder,7,1,1,0,0,617,False
tornado_16,8,qwen2.5-coder,11,3,3,0,0,1046,False
pandas_140,8,qwen2.5-coder,9,2,1,0,0,2035,False
black_21,8,qwen2.5-coder,7,1,1,0,0,1375,True
pandas_18,8,qwen2.5-coder,9,2,2,0,0,1472,False
matplotlib_25,8,qwen2.5-coder,15,5,2,1,0,2178,False
ansible_18,8,qwen2.5-coder,11,3,2,0,0,2877,False
pandas_117,8,qwen2.5-coder,13,4,2,1,0,1393,False
scrapy_14,8,qwen2.5-coder,11,3,3,0,0,1707,False
pandas_3,8,qwen2.5-coder,11,3,2,1,0,2320,True
luigi_15,8,qwen2.5-coder,7,1,1,0,0,788,False
keras_39,8,qwen2.5-coder,9,2,2,0,0,5331,True
pandas_101,8,qwen2.5-coder,11,3,2,0,0,798,True
scrapy_1,8,qwen2.5-coder,9,2,1,0,0,1022,False
ansible_3,8,qwen2.5-coder,9,2,2,0,0,1234,False
pandas_59,8,qwen2.5-coder,13,4,2,1,0,2117,False
tqdm_9,8,qwen2.5-coder,7,1,1,0,0,616,False
pandas_156,8,qwen2.5-coder,15,5,2,2,0,2118,True
fastapi_3,8,qwen2.5-coder,7,1,1,0,0,905,False
matplotlib_7,8,qwen2.5-coder,11,3,3,0,0,1777,True
pandas_22,8,qwen2.5-coder,11,3,2,0,0,1825,False
scrapy_38,8,qwen2.5-coder,11,3,2,0,0,1655,False
